REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Revenue Grid,gender,region,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance
2755,Zero,45-50,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1980,Tyne Tees,DH3 1QB,DH3,0,50.99,17.99,17.99,26.44,19.49,0,71.94,0,0,0,2,Female,North,22.68,15.24,22.64,39.97
2756,Zero,65-70,Partner,Unknown,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1951,Anglia,CO9 1JP,CO9,280.44,0,27.99,62.45,56.46,146.93,14.49,0,0,0,305.46,1,Female,South East,85.47,77.81,46.72,150.69
2757,2,31-35,Partner,Housewife,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1987,TV South West,EX19 8PY,EX19,124.45,34.49,27.49,89.46,150.44,14.47,155.37,0,63.45,0,0,1,Female,South West,85.27,38.88,78.87,223.07
2758,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1990,Central,DE21 6WN,DE21,19.99,96.98,0,49.47,0,42.46,0,1.99,0,0,0,2,Female,East Midlands,33.29,7.41,15.65,50.85
2760,Zero,45-50,Single/Never Married,Other,Unknown,Own Home,"<12,500, >=10,000",No,No,1994,TV South West,TQ13 9RE,TQ13,224.97,0,0,0,0,17.97,0,0,0,0,0,1,Female,South West,44.99,3,3,59.32
2761,Zero,45-50,Partner,Other,Professional,Own Home,"<30,000, >=27,500",No,Yes,1968,Meridian,RH13 5PD,RH13,0,44.99,6.49,0,0,0,59.69,0,4.49,0,0,2,Female,South East,10.3,10.7,10.7,57.57
2762,Zero,41-45,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1996,Border,TD9 9NZ,TD9,0,34.99,0,0.01,0,19.99,0,0,0,0,26.99,2,Female,Scotland,7,7.83,3.33,8.23
2763,Zero,61-65,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1992,Ulster,BT38 9NX,BT38,0,0,9.49,60.96,0,78.89,0,112.91,0,0,0,2,Male,Northern Ireland,14.09,31.97,42.13,91.38
2764,Zero,51-55,Partner,Secretarial/Admin,Retired,Own Home,">=35,000",No,No,1987,Yorkshire,WF12 0JS,WF12,14.98,50,16.99,25.47,26.47,52.94,32.85,0,0,0,0,2,Female,Unknown,26.78,14.3,22.96,88.88
2765,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1987,Yorkshire,HX4 9QL,HX4,0,0,0,0,0,6.99,118.41,20.47,26.46,3.49,199.41,1,Female,Unknown,0,62.54,28.72,78.08
2766,3,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1992,Carlton,CM18 6SA,CM18,0,115.96,0,162.89,0,0,25.98,41.45,0,0,0,2,Female,South East,55.77,11.24,38.39,128.49
2767,Zero,26-30,Single/Never Married,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,Yes,1998,Anglia,IP32 6SA,IP32,14.49,124.48,0,91.96,0,0,0,63.43,0,0,0,2,Female,East Anglia,46.19,10.57,25.9,96.31
2768,2,41-45,Partner,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",No,Yes,1998,Meridian,M13 3EN,M13,0,32.18,9.44,126.77,18.47,80.29,162.18,83.18,53.95,16.47,378.22,1,Female,North West,37.37,129.05,87.47,193.85
2769,1,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1991,Yorkshire,LS23 6RH,LS23,0,0,0,0,0,0,27.46,24.98,0,0,0,2,Female,Unknown,0,8.74,8.74,35.62
2770,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,Yes,1997,Meridian,PO20 0RG,PO20,0,0,0,74.97,0,107.91,140.91,0,1,9.99,0,2,Female,South East,14.99,43.3,54.13,132.32
2771,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1992,Scottish TV,KY11 1PQ,KY11,0,44.46,0,307.34,14.99,14.46,11.98,65.96,0,0,0,1,Female,Scotland,73.36,15.4,69.12,194.8
2772,Zero,26-30,Single/Never Married,Manual Worker,Unknown,Own Home,"<15,000, >=12,500",No,No,1994,Central,NN6 9RQ,NN6,0,0,0,8.99,0,64.85,0,25.48,0,0,0,2,Male,East Midlands,1.8,15.06,16.55,46.71
2774,Zero,55-60,Partner,Manual Worker,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1965,HTV,BS39 5QS,BS39,55.46,59.98,39.98,108.46,62.92,0,0,0,4.99,0,0,2,Female,South West,65.36,0.83,29.4,96.43
2775,Zero,51-55,Partner,Retired,Professional,Own Home,">=35,000",No,No,1972,Yorkshire,DN33 2EF,DN33,0,0,0,0,0,0,0,20.98,0,0,0,2,Female,Unknown,0,3.5,3.5,15.42
2776,Zero,51-55,Divorced/Separated,Other,Professional,Own Home,"<17,500, >=15,000",No,No,1997,Central,ST5 4LA,ST5,0,0,0,0,0,21.47,0,27.98,2.49,0,0,2,Male,West Midlands,0,8.66,8.66,-17.81
2777,2,36-40,Partner,Secretarial/Admin,Business Manager,Own Home,"<25,000, >=22,500",No,No,1984,HTV,CF62 7TE,CF62,0,348.94,0,0,0,9.49,64.96,17.48,0,0,0,2,Female,Wales,69.79,15.32,15.32,116.26
2778,3,45-50,Partner,Housewife,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1976,HTV,NP7 0LL,NP7,14.99,0,47.97,0,15,0,0,23.98,29.49,0,27.48,2,Female,Wales,15.59,13.49,11.41,26.52
2779,1,45-50,Partner,Business Manager,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1978,Granada,PR5 8DX,PR5,134.47,126.41,0,126.37,0,15.47,4.99,99.86,1,5.99,19.99,2,Male,North West,77.45,24.55,41.28,144.75
2781,Zero,71+,Partner,Secretarial/Admin,Retired,Own Home,"<20,000, >=17,500",No,No,1991,Grampian,IV30 4JS,IV30,0,0,0,0,0,0,0,0,0,0,177.93,1,Female,Scotland,0,29.66,0,67.85
2782,Zero,45-50,Partner,Housewife,Professional,Rent from Council/HA,"<30,000, >=27,500",No,No,1995,Scottish TV,KY8 3DA,KY8,0,190.43,0,166.88,0,58.94,0,179.88,0,0,0,2,Female,Scotland,71.46,39.8,67.62,154.11
2783,Zero,51-55,Partner,Manual Worker,Manual Worker,Rent Privately,"<20,000, >=17,500",No,No,1963,Border,DG12 6QU,DG12,0,0,0,0,0,0,197.85,0,0,0,0,2,Female,Scotland,0,32.98,32.98,51.3
2784,Zero,26-30,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Carlton,SS7 5DL,SS7,11.49,169.44,116.92,102.97,0,94.94,0,27.47,4.48,31.66,10.97,2,Female,South East,80.16,28.25,38.31,117.66
2785,Zero,36-40,Divorced/Separated,Business Manager,Unknown,Own Home,"<27,500, >=25,000",No,No,1994,Central,LE65 1RN,LE65,37.96,24.99,27.89,121.29,123.32,118.28,176.99,49.33,39.96,5.5,210,1,Female,East Midlands,67.09,100.01,104.86,320.53
2787,Zero,55-60,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1966,Tyne Tees,TS8 9BY,TS8,0,0,0,0,0,0,0,0,4.49,44.24,0,2,Female,North,0,8.12,0.75,40.8
2788,Zero,65-70,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1938,Carlton,KT9 1HQ,KT9,199.47,0,0,0,0,19.49,0,0,0,0,0,1,Male,South East,39.89,3.25,3.25,9.73
2789,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1980,Tyne Tees,DL1 3EY,DL1,0,1.04,0,56.46,0,18.98,0,148.32,0,2.99,0,2,Female,North,11.5,28.38,37.29,99.6
2790,3,31-35,Partner,Professional,Housewife,Own Home,"<27,500, >=25,000",No,No,1993,Granada,LA13 9JD,LA13,0,84.49,0,60.46,0,11.49,0,36.97,0,0,17.99,2,Male,North,28.99,11.08,18.15,108.92
2791,1,36-40,Partner,Housewife,Manual Worker,Own Home,"<12,500, >=10,000",No,No,1992,Tyne Tees,SR8 5TB,SR8,10.99,110.36,0.01,61.88,9.99,93.92,15.99,0.51,1,0,0,2,Female,North,38.65,18.57,30.55,165
2792,Zero,45-50,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1988,Carlton,EN10 6QY,EN10,0,0,0,0,0,0,0,23.48,0,0,0,2,Female,South East,0,3.91,3.91,41.02
2793,Zero,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1969,Yorkshire,LS29 7QG,LS29,0,0,0,23.98,0,38.96,0,23.48,0,0,0,2,Female,Unknown,4.8,10.41,14.4,-9.8
2794,Zero,55-60,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1971,Granada,BL6 4PL,BL6,0,0,0,0,39.47,0,0,0,0,0,7.48,2,Female,North West,7.89,1.25,6.58,21.38
2795,Zero,65-70,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1976,Meridian,PO37 6AD,PO37,0,144.9,0,123.38,0,32.98,0,33.96,6.99,17.93,5.45,2,Female,South East,53.66,16.22,32.89,102.99
2796,Zero,51-55,Partner,Housewife,Professional,Rent Privately,"<20,000, >=17,500",No,No,1974,TV South West,PL12 6QF,PL12,0,0,34.47,0,48.43,0,0,0,0,0,19.99,2,Female,South West,16.58,3.33,8.07,2.58
2799,1,45-50,Partner,Professional,Housewife,Own Home,"<30,000, >=27,500",No,No,1970,Yorkshire,HX2 0RB,HX2,0,27.99,0,0,0,0,0,52.98,0,0,0,2,Female,Unknown,5.6,8.83,8.83,20.48
2800,1,45-50,Partner,Professional,Professional,Rent Privately,"<30,000, >=27,500",No,No,1993,Anglia,PE8 4DP,PE8,0,42.98,29.99,210.91,0,0,0,0,0,0,0,1,Male,East Anglia,56.78,0,35.15,43.22
2801,Zero,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1994,Granada,L17 8XF,L17,0,258.48,0,136.45,20.99,17.94,43.46,51.95,0,0,0,2,Male,North West,83.18,18.89,45.13,61.17
2802,Zero,45-50,Partner,Secretarial/Admin,Retired,Own Home,"<27,500, >=25,000",No,No,1977,HTV,SA4 3QG,SA4,0,0,13.99,28.98,20.78,11.99,217.8,41.97,0,0,54.46,2,Female,Wales,12.75,54.37,53.59,143.91
2803,Zero,18-21,Single/Never Married,Unknown,Professional,Live in Parental Hom,"<15,000, >=12,500",Yes,No,1998,Yorkshire,S74 0NZ,S74,0,0,0,52.48,39.48,95.95,0,11.99,0,26.57,122.46,1,Female,Unknown,18.39,42.83,33.32,167.06
2805,Zero,45-50,Single/Never Married,Retired,Unknown,Own Home,"<27,500, >=25,000",No,No,1997,Carlton,WA9 3DA,WA9,73.97,0,0,0,0,0,0,0,0,0,0,2,Male,North West,14.79,0,0,-19.97
2806,2,41-45,Partner,Other,Other,Own Home,"<27,500, >=25,000",No,No,1996,Ulster,BT67 0FA,BT67,22.48,92.9,336.94,189.22,39.48,269.79,36.95,54.88,1,25.94,166.95,2,Female,Northern Ireland,136.2,92.59,98.55,277.78
2807,2,36-40,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1988,Central,NG4 3EX,NG4,0.01,227.41,98.45,201.27,46.97,126.43,0,64.44,0,0,8.98,2,Female,East Midlands,114.82,33.31,73.19,152.94
2808,Zero,45-50,Partner,Housewife,Unknown,Own Home,Unknown,No,No,1998,Central,WR11 6FG,WR11,0,39.48,0,222.91,0,14.48,0,58.45,0,0,199.92,1,Female,West Midlands,52.48,45.48,49.31,167.27
2809,Zero,55-60,Partner,Other,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1983,Central,GL4 8BE,GL4,0,54.98,54.98,29.99,29.99,29.99,0,0,0,0,0,2,Female,South West,33.99,5,15,85.67
2810,Zero,65-70,Divorced/Separated,Retired,Unknown,Own Home,"< 4,000",No,No,1994,Central,CV22 7PB,CV22,31.98,77.96,17.49,234.36,22.48,61.47,0,125.37,68.98,0,0,1,Female,West Midlands,76.85,42.64,85.44,202.02
2811,1,41-45,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1988,Meridian,L11 5SA,L11,0,0,0,0,0,0.51,33.96,0,0,0,0,2,Female,North West,0,5.75,5.75,39.32
2813,2,41-45,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1989,Central,CV7 7NQ,CV7,0,0,119.48,0,0,0,43.97,0,4.99,0,0,2,Male,West Midlands,23.9,8.16,8.16,93.46
2814,Zero,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1992,Carlton,SW19 8JH,SW19,0,84.47,0,17.48,0,36.48,0,0,14.99,0,4.99,2,Male,South East,20.39,9.41,11.49,9.83
2815,Zero,51-55,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1992,Yorkshire,LN2 2RL,LN2,0,94.99,0,69.98,29.49,27.45,134.86,84.45,0,3.49,51.95,2,Female,East Midlands,38.89,50.37,57.71,138.44
2816,Zero,55-60,Widowed,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1975,Central,B74 4QA,B74,0,0,0,0,34.96,0,0,13.99,0,0,9.87,2,Female,West Midlands,6.99,3.98,8.16,-2.54
2817,Zero,61-65,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1997,Carlton,WA4 0SF,WA4,10.98,1.03,67.95,180.85,21.27,54.89,0,78.88,3.98,36.47,0,2,Female,North West,56.42,29.04,56.65,156.66
2818,Zero,65-70,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1999,Scottish TV,KA30 9LS,KA30,84.99,0,58.96,0,0,0,0,0,0,0,0,2,Female,Scotland,28.79,0,0,53.3
2820,1,26-30,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1994,Meridian,M5 8EN,M5,0,67.47,0,107.45,0,140.43,71.97,73.44,0,5.48,0,2,Female,North West,34.98,48.55,65.55,185.53
2821,Zero,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,"<20,000, >=17,500",No,No,1981,Carlton,PR9 3DX,PR9,0,49.98,103.46,74.46,57.42,67.95,96.92,0,0,9.48,0,2,Female,North West,57.06,29.06,49.46,82.27
2822,Zero,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1997,Central,ST5 6BB,ST5,0,0,0,0,0,4.49,121.69,7.99,0,7.99,0,2,Female,West Midlands,0,23.69,22.36,-3.55
2823,1,31-35,Partner,Secretarial/Admin,Business Manager,Own Home,"< 4,000",No,No,1991,Anglia,MK7 7HH,MK7,0,0,35,303.08,0,146.24,106.2,545,92.47,70.88,12.98,2,Female,South East,67.62,162.3,198.83,428.3
2824,Zero,26-30,Single/Never Married,Manual Worker,Unknown,Own Home,">=35,000",No,No,1998,Central,L4 6DA,L4,0,0,0,28.98,0,0,16.47,0,8.47,0,0,2,Female,North West,5.8,4.16,8.99,58.11
2825,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1979,HTV,SA16 0AU,SA16,0,0,0,0,39.96,33.47,0,358.21,29.96,0,0,2,Female,Wales,7.99,70.27,76.93,149.41
2826,1,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1988,HTV,NP44 6TY,NP44,0,0.51,0,101.46,0,107.95,38.98,122.91,12.97,48.92,0,2,Female,Wales,20.39,55.29,64.05,127.41
2827,Zero,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1995,Carlton,WA13 8QY,WA13,0,0.02,0,0.02,0,0,29.49,0,2,40.11,14.98,2,Male,North West,0.01,14.43,5.25,28.91
2828,Zero,45-50,Partner,Manual Worker,Housewife,Own Home,"<20,000, >=17,500",No,No,1969,Yorkshire,S44 6EB,S44,19.99,114.43,0,162.83,63.96,4.99,24.98,116.72,0,6.73,147.45,1,Male,East Midlands,72.24,50.15,62.25,162.52
2829,1,55-60,Partner,Secretarial/Admin,Retired,Own Home,"<15,000, >=12,500",No,No,1939,Central,B26 3SX,B26,0,0,0,34.99,19.46,65.47,106.92,44.46,25.94,0,0,2,Female,West Midlands,10.89,40.47,49.54,130.82
2830,Zero,71+,Partner,Retired,Retired,Rent from Council/HA,"<10,000, >= 8,000",No,No,1960,Scottish TV,ML5 2AU,ML5,119.98,0,19.99,0,0,0,0,0,0,0,0,2,Female,Scotland,27.99,0,0,14.23
2831,Zero,55-60,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1966,Yorkshire,WF3 2HY,WF3,59.49,103.97,23.98,594.2,5.19,65.92,113.91,89.93,3,0,0,1,Female,Unknown,157.37,45.46,145.36,397.69
2832,3,36-40,Partner,Professional,Professional,Own Home,"<27,500, >=25,000",No,No,1993,Ulster,BT53 7JL,BT53,0,39.49,73.96,83.97,34.96,11.49,13.97,80.87,3.49,0,0,2,Female,Northern Ireland,46.48,18.3,38.13,91.7
2834,Zero,55-60,Widowed,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1971,TV South West,EX20 4BD,EX20,0,0,0,0,0,0,0,0,0,8.72,0,2,Female,South West,0,1.45,0,-30.92
2835,Zero,45-50,Partner,Professional,Professional,Live in Parental Hom,">=35,000",No,Yes,1977,Anglia,CO10 0NX,CO10,34.98,21.97,123.95,66.37,0,25.48,0,121.41,0,4.49,31.96,2,Female,East Anglia,49.45,30.56,35.54,99.51
2836,Zero,55-60,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1989,Anglia,IP12 1QH,IP12,0,0,0,0.01,0,31.43,0,68.93,7.77,3.49,0,2,Male,East Anglia,0,18.6,18.02,55.27
2837,Zero,71+,Partner,Unknown,Housewife,Own Home,"<15,000, >=12,500",No,No,1947,Central,M3 7BQ,M3,25.97,168.45,49.98,303.36,0,140.84,0,89.95,13.48,8.48,22.96,1,Male,North West,109.55,45.95,91.27,226.5
2838,Zero,65-70,Partner,Retired,Retired,Own Home,"<25,000, >=22,500",No,No,1963,Granada,SK8 1LB,SK8,135.97,24.99,19.99,209.4,0,29,0,24.97,9.99,0,2.49,1,Male,North West,78.07,11.08,45.56,152.73
2839,Zero,65-70,Partner,Retired,Housewife,Own Home,"<12,500, >=10,000",No,No,1965,Carlton,DA5 3PQ,DA5,0,24.49,0,50.98,0,29.49,0,0,0,0,0,2,Male,South East,15.09,4.92,13.41,54.72
2840,1,55-60,Partner,Unknown,Manual Worker,Rent from Council/HA,">=35,000",Yes,No,1988,Carlton,M11 9LU,M11,0,0,45.98,0,0,0,23.98,43.46,18.48,0,0,2,Unknown,North West,9.2,14.32,14.32,22.45
2841,Zero,31-35,Partner,Housewife,Housewife,Own Home,"<20,000, >=17,500",No,No,1994,Central,B68 8LY,B68,0,0,0,0,0,0,0,0,0,0,0,2,Male,West Midlands,0,0,0,46.07
2842,Zero,22-25,Partner,Professional,Manual Worker,Own Home,">=35,000",No,No,1995,Tyne Tees,NE34 7PS,NE34,0,44.47,19.49,72.97,26.47,126.94,0,0,4.99,0,0,2,Female,North,32.68,21.99,38.56,87.03
2844,1,45-50,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1982,Yorkshire,LS29 0LT,LS29,1.49,35,0,63.47,6.49,8.48,21.48,9.98,0,0,0,2,Male,Unknown,21.29,6.66,18.32,2.27
2845,1,26-30,Single/Never Married,Professional,Manual Worker,Own Home,">=35,000",No,No,1997,Granada,M34 6AQ,M34,0,0,0,0,33.98,44.98,45.97,0,9.98,2.24,115.44,1,Female,North West,6.8,36.44,22.49,95.08
2846,1,45-50,Divorced/Separated,Manual Worker,Unknown,Own Home,"<10,000, >= 8,000",No,No,1977,HTV,GL11 4HD,GL11,0,24.99,19.99,83.42,9.48,169.18,42.93,343.23,13.47,9.99,0,2,Female,South West,27.58,96.47,110.29,237.48
2847,Zero,41-45,Widowed,Unknown,Housewife,Own Home,Unknown,No,No,1990,Carlton,WD6 5DN,WD6,0,0,0,95.95,37.93,96.43,0,22.98,7.49,0,38.46,2,Male,South East,26.78,27.56,43.46,102.64
2848,Zero,55-60,Partner,Retired,Retired,Rent Privately,"<10,000, >= 8,000",No,No,1995,Yorkshire,PE22 0BB,PE22,0,24.99,0,9.99,0,9.49,0,26.49,0,0,0,2,Female,East Midlands,7,6,7.66,40.14
2849,2,36-40,Partner,Professional,Professional,Own Home,"<20,000, >=17,500",No,No,1989,Anglia,LU3 3HF,LU3,0,0,0,47.97,18.48,9.99,0,0.98,0,13.47,0,2,Male,South East,13.29,4.07,12.9,97.99
2850,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,Yes,1991,Carlton,SM3 8RA,SM3,78.95,142.93,84.46,197.9,41.96,37.97,0,25.95,28.44,0,0,1,Female,South East,109.24,15.39,55.37,183.98
2851,1,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1991,Central,CV35 8BP,CV35,4.99,94.47,0,141.44,0,68.9,67.93,15.48,30.66,44.83,21.97,2,Female,West Midlands,48.18,41.63,54.07,165.2
2853,Zero,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1982,Meridian,BN21 2RF,BN21,0,0,0,0,0,0,0,0,0,0,0,2,Female,South East,0,0,0,46.91
2854,Zero,51-55,Partner,Secretarial/Admin,Retired,Own Home,"<12,500, >=10,000",No,No,1963,Carlton,WD3 2PL,WD3,0,0,0,30.97,0,35.36,0,70.95,0,0,0,2,Female,South East,6.19,17.72,22.88,116.37
2855,2,36-40,Partner,Housewife,Professional,Own Home,"<30,000, >=27,500",No,No,1990,HTV,BS37 7QU,BS37,0,17.99,24.99,0,19.47,55.95,29.99,65.93,0,0,0,2,Female,South West,12.49,25.31,28.56,64.01
2856,1,45-50,Partner,Secretarial/Admin,Retired,Own Home,"<30,000, >=27,500",No,No,1979,Tyne Tees,NE21 4EZ,NE21,39.98,57.47,122.96,98.93,16.48,34.95,96.91,57.95,0,12.98,0,2,Female,North,67.16,33.8,50.87,171.29
2858,2,45-50,Partner,Housewife,Retired,Own Home,"<25,000, >=22,500",No,No,1988,Carlton,PR20 9NQ,PR20,0,17.98,19.49,0,40.48,29.99,0,0.01,0,0,0,2,Female,North West,15.59,5,11.75,59.3
2859,1,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1985,HTV,CF36 3TW,CF36,0,74.98,9.99,22.98,4.99,20.97,40.45,56.96,0,0,0,2,Female,Wales,22.59,19.73,24.39,130.08
2860,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<22,500, >=20,000",No,No,1998,Carlton,KT4 8LE,KT4,0,0,54.43,56.43,9.99,11.99,0,68.94,8,9.99,0,2,Female,South East,24.17,16.49,25.89,51.21
2862,1,45-50,Partner,Other,Professional,Own Home,"<20,000, >=17,500",No,No,1995,Scottish TV,KY11 3JX,KY11,0,0,0,21.99,0,4.99,18,23.98,0,0,0,2,Female,Scotland,4.4,7.83,11.49,52.13
2864,Zero,55-60,Partner,Secretarial/Admin,Professional,Own Home,"<25,000, >=22,500",No,Yes,1987,Central,GL51 6JW,GL51,0,33.98,19.99,34.97,0,0,0,0,0,2.99,0,2,Female,South West,17.79,0.5,5.83,55.3
2865,Zero,45-50,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1993,Central,NG17 5AQ,NG17,76.96,0,429.89,24.99,10.99,98.99,44.97,0,16.47,0,121.87,2,Female,East Midlands,108.57,47.05,32.74,233.66
2866,Zero,22-25,Single/Never Married,Professional,Unknown,Own Home,"<22,500, >=20,000",No,No,1998,Carlton,EN5 5LA,EN5,0,29.99,0,246.42,0,47.95,0,0,0,0,0,2,Female,South East,55.28,7.99,49.06,105.76
2867,Zero,55-60,Partner,Business Manager,Housewife,Own Home,"<25,000, >=22,500",No,No,1975,Central,DE13 8DD,DE13,0,69.46,29.48,74.42,64.48,39.49,29.98,44.96,0,0,25.97,2,Male,West Midlands,47.57,23.4,42.22,124.22
2868,Zero,65-70,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1964,TV South West,DT1 2AU,DT1,0,0,0,19.99,0,16.95,0,84.43,0,0,0,2,Female,South West,4,16.9,20.23,28.1
2869,Zero,51-55,Partner,Unknown,Unknown,Own Home,"<25,000, >=22,500",No,No,1994,Meridian,SO50 4QE,SO50,0,0,0,49.98,0,0,0,0,0,0,0,2,Female,South East,10,0,8.33,5.7
2870,1,45-50,Divorced/Separated,Housewife,Unknown,Own Home,"<25,000, >=22,500",No,No,1995,Carlton,SL2 4QR,SL2,170.96,24.49,252.91,34.99,41.95,0,0,0,0,0,0,2,Female,South East,105.06,0,12.82,89.38
2871,1,36-40,Partner,Professional,Professional,Own Home,">=35,000",Yes,Yes,1993,Granada,M28 2TW,M28,0,21.99,0,79.46,0,104.43,101.9,160.36,0,0,0,2,Female,North West,20.29,61.12,74.36,111.25
2872,4+,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1995,Ulster,BT23 5WJ,BT23,0,0,0,15.98,104.42,29.98,0,0,0,0,0,2,Male,Northern Ireland,24.08,5,25.06,60.8
2873,2,45-50,Partner,Housewife,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1982,Central,ST7 8LS,ST7,10.99,307.88,177.9,115.92,43.46,84.47,30.98,66.95,1,0,21.49,2,Female,West Midlands,131.23,34.15,57.13,230.27
2874,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1998,Meridian,L39 4NZ,L39,39.99,0,0,0,68.94,0,0,0,0,0,0,2,Female,North West,21.79,0,11.49,44.48
2876,2,31-35,Partner,Manual Worker,Housewife,Own Home,"<20,000, >=17,500",No,No,1997,Scottish TV,G68 9NF,G68,0,0,0,0,0,0,0,0,0,0,0,2,Male,Scotland,0,0,0,-33.41
2877,1,45-50,Partner,Housewife,Unknown,Own Home,"<10,000, >= 8,000",No,Yes,1971,Granada,M27 5TD,M27,11.99,0,141.44,0,99.92,0,0,58.46,0,0,0,2,Female,North West,50.67,9.74,26.4,117.17
2879,3,31-35,Partner,Housewife,Professional,Own Home,">=35,000",Yes,Yes,1987,Meridian,RG22 4TX,RG22,0,44.99,0,29.99,0,0,0,17.99,0,0,0,2,Female,South East,15,3,8,26.42
2880,Zero,55-60,Partner,Secretarial/Admin,Retired,Own Home,"<17,500, >=15,000",No,No,1960,Yorkshire,NG19 9HA,NG19,53.96,25.95,55.97,80.95,0,16.97,28.44,44.47,31.46,0,6.99,1,Female,East Midlands,43.37,21.39,33.72,89.42
2881,2,41-45,Divorced/Separated,Professional,Unknown,Rent Privately,"<20,000, >=17,500",No,No,1999,Tyne Tees,DL8 5LG,DL8,14.99,82.97,27.99,35.97,32.98,38.92,53.95,59.95,19.99,8.48,111.48,1,Female,Unknown,38.98,48.8,40.29,157.84
2882,Zero,51-55,Partner,Secretarial/Admin,Retired,Own Home,"<10,000, >= 8,000",No,No,1983,Meridian,M35 8HS,M35,0,0,0,0,0,9.98,0,11.99,0,0,0,2,Female,North West,0,3.66,3.66,-9.66
2883,Zero,55-60,Partner,Professional,Retired,Own Home,"<30,000, >=27,500",No,No,1980,Carlton,PR5 9HJ,PR5,0,0.51,0,31.95,0,0,0,46.93,0,0,26.99,2,Female,North West,6.49,12.32,13.15,40.52
