age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
52,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
70,technician,married,unknown,no,no,no,cellular,aug,thu,411,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
56,retired,divorced,high.school,no,yes,no,cellular,jul,thu,11,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,entrepreneur,married,basic.9y,no,yes,yes,telephone,apr,mon,67,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,96,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,no
47,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,services,married,high.school,no,yes,no,telephone,jul,thu,251,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
53,management,married,university.degree,unknown,yes,no,telephone,may,tue,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
58,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,16,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,jul,mon,1017,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
23,admin.,single,professional.course,no,no,no,cellular,jul,wed,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,technician,single,university.degree,no,yes,yes,cellular,nov,fri,44,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
44,technician,married,professional.course,no,yes,no,cellular,may,fri,135,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
63,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,fri,107,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
31,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,328,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
20,blue-collar,single,high.school,no,yes,no,cellular,may,thu,908,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,812,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,technician,married,professional.course,no,yes,no,cellular,jul,wed,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,blue-collar,married,basic.9y,no,no,yes,telephone,jul,fri,494,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
74,retired,married,unknown,no,yes,yes,cellular,oct,wed,251,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
83,retired,married,high.school,no,no,no,cellular,dec,thu,155,1,4,3,success,-3,92.713,-33,0.72,5023.5,yes
36,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,258,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
48,services,divorced,high.school,no,yes,no,cellular,jul,mon,313,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
28,admin.,married,university.degree,no,yes,no,cellular,jun,thu,73,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
60,admin.,married,university.degree,no,yes,no,telephone,jul,thu,363,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
43,blue-collar,single,basic.6y,no,yes,no,cellular,jul,wed,199,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,management,single,high.school,no,no,no,cellular,jul,wed,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
55,unemployed,single,basic.4y,unknown,unknown,unknown,telephone,may,fri,147,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
39,management,married,university.degree,no,no,no,cellular,nov,tue,368,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,253,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
46,management,married,basic.9y,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,basic.6y,no,no,yes,telephone,nov,mon,204,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
20,student,single,high.school,no,yes,yes,cellular,jun,wed,74,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
31,admin.,married,high.school,no,yes,no,telephone,jun,tue,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
26,services,single,high.school,no,yes,no,cellular,jul,wed,75,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,management,single,university.degree,no,yes,yes,cellular,may,thu,146,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26,services,single,high.school,no,yes,no,cellular,jul,wed,142,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,management,married,university.degree,unknown,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
45,technician,married,university.degree,no,yes,no,telephone,may,fri,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,blue-collar,single,basic.4y,no,yes,no,telephone,may,fri,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,management,married,high.school,no,no,no,cellular,jul,tue,705,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
48,housemaid,married,high.school,no,no,no,cellular,jun,tue,399,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
38,technician,divorced,university.degree,no,yes,no,cellular,jul,thu,137,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,married,basic.4y,no,yes,no,cellular,aug,fri,669,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,management,married,university.degree,no,yes,no,cellular,aug,tue,127,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,wed,444,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,management,married,university.degree,no,no,no,cellular,sep,fri,277,2,6,2,success,-1.1,94.199,-37.5,0.883,4963.6,yes
34,admin.,married,university.degree,no,no,no,cellular,aug,wed,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,student,single,basic.9y,no,no,no,telephone,jun,thu,90,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,999,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,138,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
25,blue-collar,single,high.school,no,yes,no,telephone,jul,tue,1142,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
49,services,single,professional.course,no,yes,no,cellular,aug,tue,161,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,technician,single,university.degree,no,unknown,unknown,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
35,technician,single,university.degree,no,no,no,cellular,jun,mon,516,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
34,admin.,married,university.degree,no,no,no,cellular,aug,tue,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38,blue-collar,single,high.school,no,no,no,cellular,mar,wed,141,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,31,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
32,admin.,married,high.school,no,yes,no,telephone,nov,thu,60,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,1138,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,yes
33,admin.,single,high.school,unknown,yes,no,telephone,apr,mon,58,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
45,blue-collar,single,basic.9y,no,yes,no,cellular,aug,wed,249,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,no
58,management,married,university.degree,no,yes,no,cellular,may,mon,504,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
46,admin.,single,university.degree,no,no,no,cellular,jul,fri,142,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
56,entrepreneur,married,university.degree,no,yes,no,cellular,sep,thu,105,2,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,no
56,retired,married,professional.course,no,no,no,cellular,oct,thu,133,1,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
29,admin.,single,university.degree,no,yes,no,cellular,sep,thu,180,2,8,2,success,-1.1,94.199,-37.5,0.878,4963.6,no
32,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,44,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,292,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,management,married,professional.course,no,no,no,cellular,apr,thu,156,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,255,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,entrepreneur,married,university.degree,unknown,no,no,telephone,may,mon,449,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,technician,divorced,basic.9y,unknown,no,no,telephone,may,fri,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,services,married,basic.9y,no,yes,yes,telephone,may,wed,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
58,housemaid,married,basic.4y,no,yes,no,cellular,may,mon,144,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
43,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,339,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,management,married,basic.4y,unknown,yes,no,telephone,may,tue,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,technician,single,university.degree,no,yes,no,cellular,aug,tue,149,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,admin.,married,high.school,no,no,no,telephone,nov,tue,46,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
35,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
37,entrepreneur,married,university.degree,no,yes,no,cellular,jul,wed,538,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,management,married,professional.course,no,no,no,cellular,may,thu,578,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
31,student,single,unknown,unknown,yes,no,cellular,apr,thu,427,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
38,technician,married,professional.course,no,no,no,cellular,aug,mon,923,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,yes
36,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,874,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
29,admin.,single,university.degree,no,no,no,cellular,jul,thu,686,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
26,technician,married,professional.course,no,no,no,telephone,may,tue,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,44,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,services,married,high.school,no,no,no,telephone,may,fri,984,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
46,entrepreneur,divorced,high.school,no,yes,no,cellular,nov,thu,88,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,74,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,self-employed,married,university.degree,no,yes,no,cellular,jun,thu,88,3,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,no
28,admin.,married,university.degree,no,no,no,telephone,may,mon,52,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,133,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,no
28,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,mon,166,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,153,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,entrepreneur,married,university.degree,no,no,no,telephone,nov,wed,202,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
47,retired,married,basic.9y,unknown,no,yes,cellular,aug,mon,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,technician,single,unknown,no,yes,no,cellular,jul,fri,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
30,technician,single,university.degree,no,unknown,unknown,cellular,mar,tue,272,3,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,no
36,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,352,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,admin.,single,university.degree,no,no,no,telephone,jun,thu,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
50,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,201,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,458,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes
43,services,divorced,unknown,unknown,yes,no,cellular,jul,tue,139,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
56,retired,married,basic.4y,no,yes,no,cellular,aug,mon,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,technician,single,professional.course,no,no,no,telephone,jun,thu,508,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
27,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,150,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,admin.,single,university.degree,no,no,no,cellular,nov,tue,193,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no
41,unemployed,married,basic.9y,unknown,no,no,telephone,may,thu,314,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,321,2,999,0,nonexistent,-3,92.713,-33,0.708,5023.5,yes
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
24,technician,single,basic.6y,no,yes,no,telephone,jul,thu,1448,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
31,admin.,single,university.degree,no,no,no,cellular,aug,mon,65,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,services,married,high.school,no,yes,no,cellular,may,tue,398,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
49,technician,divorced,university.degree,no,yes,no,telephone,nov,thu,30,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,47,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,technician,married,professional.course,no,yes,no,cellular,aug,tue,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,student,single,professional.course,no,no,yes,cellular,apr,fri,170,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,35,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
43,management,married,high.school,no,yes,yes,telephone,jun,fri,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,150,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
47,management,married,university.degree,no,yes,no,telephone,may,wed,267,2,3,3,success,-1.8,93.876,-40,0.682,5008.7,no
29,admin.,single,university.degree,no,no,yes,cellular,jun,thu,813,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,yes
35,management,married,university.degree,no,no,no,cellular,may,thu,597,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
42,unemployed,married,high.school,unknown,no,no,telephone,may,mon,181,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin.,married,high.school,no,yes,yes,cellular,may,wed,231,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
48,unknown,married,basic.6y,no,no,no,cellular,jul,wed,884,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
45,services,married,professional.course,no,yes,no,cellular,aug,thu,125,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,399,1,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,yes
52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,151,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,management,married,basic.4y,no,yes,no,cellular,nov,tue,389,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
38,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,96,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
55,admin.,married,high.school,no,no,no,cellular,apr,tue,163,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
39,blue-collar,single,university.degree,no,yes,no,cellular,may,wed,173,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
46,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,142,12,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
39,admin.,married,professional.course,no,no,no,cellular,aug,wed,37,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,self-employed,married,university.degree,unknown,yes,no,telephone,jun,thu,318,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
27,services,single,high.school,unknown,no,no,telephone,may,fri,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
25,technician,single,professional.course,no,yes,no,telephone,may,wed,104,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,management,married,basic.9y,no,yes,yes,telephone,may,mon,346,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,technician,divorced,high.school,no,no,no,cellular,aug,mon,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,retired,married,basic.4y,no,no,no,cellular,aug,mon,143,2,15,2,failure,-1.7,94.027,-38.3,0.896,4991.6,no
44,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,57,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
40,self-employed,married,high.school,unknown,no,no,telephone,may,mon,131,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
27,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,185,5,999,2,failure,-1.7,94.215,-40.3,0.846,4991.6,no
56,services,married,high.school,no,yes,yes,cellular,jul,fri,65,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
50,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,1398,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,71,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,management,single,university.degree,no,no,yes,telephone,may,wed,95,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,self-employed,married,basic.4y,no,yes,no,cellular,nov,tue,475,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
43,admin.,married,university.degree,no,no,no,telephone,jun,thu,175,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
